"INCIDENT_ID","REPORTDATE","INCIDENT_ADDRESS","DISTRICT_ID","PRECINCT_ID","OFFENSE_CATEGORY_ID","MJ_RELATION_TYPE","NEIGHBORHOOD_ID"
"2015159932",2015-03-23,"1500 E COLFAX AVE, Denver, CO","6","622","Larceny","INDUSTRY
","cheesman-park"
"2012379213",2012-08-19,"2490 W 2ND AVE, Denver, CO","4","411","Burglary","INDUSTRY
","valverde"
"2015271606",2015-05-17,"1700 BLOCK E MLK BLVD, Denver, CO","2","211","Robbery-Street-Res","NON-INDUSTRY
","whittier"
"2012399023",2012-08-30,"1172 W VIRGINIA AVE, Denver, CO","4","412","Burglary","INDUSTRY
","athmar-park"
"2012451039",2012-09-28,"9206 E HAMPDEN AVE, Denver, CO","3","324","Burglary","INDUSTRY
","hampden-south"
"2014319436",2014-06-22,"2918 N WYANDOT ST, Denver, CO","1","113","Theft from Motor Vehicle","NON-INDUSTRY
","highland"
"2012556402",2012-12-01,"2748 W ALAMEDA AVE, Denver, CO","4","412","Burglary","INDUSTRY
","athmar-park"
"2013134008",2013-03-24,"2700 BLOCK WELTON ST, Denver, CO","2","211","Robbery-Street-Res","NON-INDUSTRY
","five-points"
"2015452627",2015-08-09,"1755 S BROADWAY ST, Denver, CO","3","313","Criminal Mischief-Property","INDUSTRY
","overland"
"2012195187",2012-05-10,"1500 BLOCK N OSCEOLA ST / / N PERRY ST, Denver, CO","1","121","Robbery-Street-Res","NON-INDUSTRY
","west-colfax"
"2012369954",2012-08-14,"2008 N FEDERAL BLVD, Denver, CO","1","121","Burglary","INDUSTRY
","jefferson-park"
"2012380902",2012-08-20,"2345 S DELAWARE ST, Denver, CO","3","313","Burglary","INDUSTRY
","overland"
"2013428608",2013-09-07,"1931 S TEJON ST, Denver, CO","4","422","Robbery-Street-Res","NON-INDUSTRY
","college-view-south-platte"
"2013316147",2013-07-09,"2119 LARIMER ST, Denver, CO","6","612","Criminal Mischief-Property","INDUSTRY
","five-points"
"2013282971",2013-06-22,"5926 E COLFAX AVE, Denver, CO","2","222","All Other Crimes","INDUSTRY
","montclair"
"2012564125",2012-12-06,"1538 WAZEE ST, Denver, CO","6","612","Burglary","INDUSTRY
","union-station"
"2014493753",2014-09-18,"PARK AVEW / CURTIS ST, Denver, CO","6","621","Robbery-Street-Res","NON-INDUSTRY
","five-points"
"201344958",2013-01-28,"2008 N FEDERAL BLVD, Denver, CO","1","121","Larceny","INDUSTRY
","jefferson-park"
"2013201956",2013-05-06,"2438 LARIMER ST, Denver, CO","6","612","Robbery-Street-Res","NON-INDUSTRY
","five-points"
"2012369960",2012-08-14,"4125 N ELATI ST, Denver, CO","1","112","Burglary","INDUSTRY
","globeville"
"2013120612",2013-03-15,"5195 E 39TH AVE, Denver, CO","2","221","Larceny","INDUSTRY
","northeast-park-hill"
"2013157734",2013-04-08,"1460 S GRAPE ST, Denver, CO","3","322","Burglary","NON-INDUSTRY
","virginia-village"
"20167346652",2016-11-16,"2175 S HIGH ST, Denver, CO","3","313","Burglary","NON-INDUSTRY
","university"
"2013336881",2013-07-20,"419 W 13TH AVE, Denver, CO","6","611","Burglary","INDUSTRY
","civic-center"
"201244705",2012-02-02,"835 E 50TH AVE, Denver, CO","1","112","Criminal Mischief-Property","INDUSTRY
","globeville"
"2013123417",2013-03-17,"111 S MADISON ST, Denver, CO","3","311","Burglary","INDUSTRY
","cherry-creek"
"2013471683",2013-09-30,"2045 S ACOMA ST, Denver, CO","3","313","Larceny","NON-INDUSTRY
","overland"
"2013471683",2013-09-30,"2045 S ACOMA ST, Denver, CO","3","313","All Other Crimes","NON-INDUSTRY
","overland"
"2013223729",2013-05-19,"1755 S BROADWAY ST, Denver, CO","3","313","Burglary","INDUSTRY
","overland"
"2013179744",2013-04-23,"1755 S BROADWAY ST, Denver, CO","3","313","Criminal Mischief-Property","INDUSTRY
","overland"
"201260509",2012-02-14,"2990 S BELLAIRE ST, Denver, CO","3","314","All Other Crimes","INDUSTRY
","university-hills"
"2013393883",2013-08-20,"110 N YUMA ST, Denver, CO","4","411","All Other Crimes","INDUSTRY
","valverde"
"2013383338",2013-08-14,"3722 CHESTNUT PL, Denver, CO","2","211","All Other Crimes","INDUSTRY
","five-points"
"2013274059",2013-06-17,"670 N BRYANT ST, Denver, CO","1","122","Burglary","INDUSTRY
","sun-valley"
"2016619671",2016-09-27,"577 S JASON ST, Denver, CO","4","412","Larceny","INDUSTRY
","athmar-park"
"2013448756",2013-09-18,"2291 S KALAMATH ST, Denver, CO","4","422","Burglary","INDUSTRY
","college-view-south-platte"
"2013122976",2013-03-16,"4807 N STEELE ST, Denver, CO","2","212","Burglary","NON-INDUSTRY
","elyria-swansea"
"2015126545",2015-03-07,"777 N UMATILLA ST, Denver, CO","1","123","Burglary","INDUSTRY
","lincoln-park"
"2013494492",2013-10-13,"3984 N MALTA ST, Denver, CO","5","523","Burglary","NON-INDUSTRY
","gateway-green-valley-ranch"
"2013129040",2013-03-21,"1569 S COLORADO BLVD, Denver, CO","3","312","Burglary","INDUSTRY
","cory-merrill"
"2016599721",2016-09-19,"800 BLOCK S MONACO ST, Denver, CO","3","322","Robbery-Street-Res","NON-INDUSTRY
","washington-virginia-vale"
"2012536019",2012-11-17,"543 N BRYANT ST, Denver, CO","4","411","Burglary","INDUSTRY
","valverde"
"201269667",2012-02-20,"4480 W NEVADA PL, Denver, CO","4","412","Robbery-Street-Res","NON-INDUSTRY
","westwood"
"2013497879",2013-10-15,"3984 N MALTA ST, Denver, CO","5","523","Burglary","NON-INDUSTRY
","gateway-green-valley-ranch"
"2013436716",2013-09-12,"1126 S SHERIDAN BLVD, Denver, CO","4","421","Criminal Mischief-Property","INDUSTRY
","mar-lee"
"2013159064",2013-04-09,"400 S LIPAN ST, Denver, CO","4","412","Criminal Mischief-Property","INDUSTRY
","athmar-park"
"201285513",2012-03-02,"3301 E 42ND AVE, Denver, CO","2","212","Burglary","INDUSTRY
","elyria-swansea"
"2013321472",2013-07-12,"2175 S PLATTE RIVER DR, Denver, CO","4","422","Burglary","INDUSTRY
","college-view-south-platte"
"201336014",2013-01-23,"4430 N GARFIELD ST, Denver, CO","2","212","Burglary","INDUSTRY
","elyria-swansea"
"2013134695",2013-03-25,"1569 S COLORADO BLVD, Denver, CO","3","312","Burglary","INDUSTRY
","cory-merrill"
"2013204664",2013-05-08,"7135 LEETSDALE DR, Denver, CO","3","322","Larceny","NON-INDUSTRY
","washington-virginia-vale"
"201290139",2012-03-05,"745 E 6TH AVE, Denver, CO","3","311","Criminal Mischief-Property","INDUSTRY
","speer"
"2013371174",2013-08-08,"2949 W ALAMEDA AVE, Denver, CO","4","411","Burglary","INDUSTRY
","valverde"
"2013616157",2013-12-23,"4935 N YORK ST, Denver, CO","2","212","All Other Crimes","INDUSTRY
","elyria-swansea"
"201355313",2013-02-03,"W 1ST AVE / N KNOX CT, Denver, CO","4","411","Robbery-Street-Res","NON-INDUSTRY
","barnum"
"2014588944",2014-11-04,"2668 W COLLEGE AVE, Denver, CO","4","422","Robbery-Street-Res","NON-INDUSTRY
","college-view-south-platte"
"201279583",2012-02-27,"5702 E COLFAX AVE, Denver, CO","2","222","Burglary","INDUSTRY
","montclair"
"2016235609",2016-04-16,"432 S BROADWAY ST, Denver, CO","3","312","Burglary","INDUSTRY
","washington-park-west"
"201474973",2014-02-12,"3054 LARIMER ST, Denver, CO","2","211","Robbery-Business","INDUSTRY
","five-points"
"2013397902",2013-08-22,"4401 N ZENOBIA ST, Denver, CO","1","111","Robbery-Business","INDUSTRY
","berkeley"
"2016624261",2016-09-29,"4495 N WASHINGTON ST, Denver, CO","1","112","Burglary","INDUSTRY
","globeville"
"2013370130",2013-08-07,"2210 W GILL PL, Denver, CO","4","412","Burglary","NON-INDUSTRY
","athmar-park"
"201281120",2012-02-28,"1997 W ASBURY AVE, Denver, CO","4","422","Burglary","INDUSTRY
","college-view-south-platte"
"2013173471",2013-04-19,"6853 LEETSDALE DR, Denver, CO","3","322","Burglary","INDUSTRY
","washington-virginia-vale"
"2013114836",2013-03-12,"1255 S HURON ST, Denver, CO","4","422","Burglary","INDUSTRY
","ruby-hill"
"201327488",2013-01-17,"114 W BAYAUD AVE, Denver, CO","3","311","Larceny","INDUSTRY
","baker"
"2013601724",2013-12-14,"183 W ALAMEDA AVE, Denver, CO","3","311","Burglary","INDUSTRY
","baker"
"2013557093",2013-11-18,"7030 W YALE AVE, Denver, CO","4","423","Burglary","NON-INDUSTRY
","bear-valley"
"2012114409",2012-03-20,"S BROADWAY ST / W ILIFF AVE, Denver, CO","3","313","Theft from Motor Vehicle","NON-INDUSTRY
","overland"
"2014170968",2014-04-05,"2039 S GILPIN ST, Denver, CO","3","313","Burglary","NON-INDUSTRY
","university"
"2014185242",2014-04-12,"4607 W TENNESSEE AVE, Denver, CO","4","412","Robbery-Street-Res","NON-INDUSTRY
","westwood"
"201288816",2012-03-04,"2070 S MONACO ST, Denver, CO","3","322","Robbery-Street-Res","NON-INDUSTRY
","virginia-village"
"2013432812",2013-09-09,"5885 E EVANS AVE, Denver, CO","3","322","Burglary","INDUSTRY
","virginia-village"
"2013139288",2013-03-28,"777 N CANOSA CT, Denver, CO","1","122","Criminal Mischief-Property","INDUSTRY
","sun-valley"
"2013612124",2013-12-20,"4 S SANTA FE DR, Denver, CO","3","311","Burglary","INDUSTRY
","baker"
"2014100524",2014-02-26,"4884 N RALEIGH ST, Denver, CO","1","111","Burglary","NON-INDUSTRY
","regis"
"2013542868",2013-11-10,"3900 E 48TH AVE, Denver, CO","2","212","Burglary","INDUSTRY
","elyria-swansea"
"2013597892",2013-12-12,"4095 N JACKSON ST, Denver, CO","2","212","Robbery-Business","INDUSTRY
","elyria-swansea"
"2013301920",2013-07-02,"5130 E COLFAX AVE, Denver, CO","2","222","Burglary","INDUSTRY
","hale"
"201280556",2012-02-27,"2511 17TH ST, Denver, CO","1","113","Larceny","INDUSTRY
","highland"
"2014323250",2014-06-24,"5098 N PARIS ST, Denver, CO","5","511","Burglary","INDUSTRY
","montbello"
"2013429099",2013-09-07,"2527 N FEDERAL BLVD, Denver, CO","1","121","Burglary","INDUSTRY
","sloan-lake"
"201358315",2013-02-05,"12300 E ALBROOK DR, Denver, CO","5","521","Robbery-Street-Res","NON-INDUSTRY
","montbello"
"2013618488",2013-12-24,"1640 N WILLOW ST, Denver, CO","2","223","Burglary","NON-INDUSTRY
","east-colfax"
"2013500176",2013-10-17,"2252 S KALAMATH ST, Denver, CO","4","422","Agg ASLT-Other","INDUSTRY
","college-view-south-platte"
"2014143690",2014-03-21,"1724 S BROADWAY ST, Denver, CO","3","313","Burglary","INDUSTRY
","platt-park"
"2013563256",2013-11-22,"3888 E MEXICO AVE, Denver, CO","3","312","Burglary","INDUSTRY
","cory-merrill"
"2013109702",2013-03-08,"1421 S GRANT ST, Denver, CO","3","313","Burglary","NON-INDUSTRY
","platt-park"
"2013620951",2013-12-27,"W 9TH AVE / N VALLEJO ST, Denver, CO","1","123","All Other Crimes","INDUSTRY
","lincoln-park"
"201360092",2013-02-06,"1499 N BROADWAY ST, Denver, CO","6","611","Robbery-Street-Res","NON-INDUSTRY
","civic-center"
"2014136772",2014-03-17,"4 S SANTA FE DR, Denver, CO","3","311","Larceny","INDUSTRY
","baker"
"2014136776",2014-03-17,"4 S SANTA FE DR, Denver, CO","3","311","Larceny","INDUSTRY
","baker"
"2014233819",2014-05-08,"985 S LOGAN ST, Denver, CO","3","312","Burglary","INDUSTRY
","washington-park-west"
"2012179858",2012-05-01,"2865 S COLORADO BLVD, Denver, CO","3","314","Burglary","INDUSTRY
","wellshire"
"201348341",2013-01-30,"1155 S CHEROKEE ST, Denver, CO","3","313","Agg ASLT-Firearm","INDUSTRY
","overland"
"201262766",2012-02-15,"1475 N DOWNING ST, Denver, CO","6","623","All Other Crimes","INDUSTRY
","capitol-hill"
"2013584700",2013-12-04,"2394 S BROADWAY ST, Denver, CO","3","313","Burglary","INDUSTRY
","rosedale"
"2014122555",2014-03-10,"4975 N VASQUEZ BLVD, Denver, CO","2","212","Burglary","INDUSTRY
","elyria-swansea"
"20137291",2013-01-05,"2028 E COLFAX AVE, Denver, CO","6","622","Larceny","INDUSTRY
","cheesman-park"
"201387533",2013-02-22,"1270 W CEDAR AVE, Denver, CO","4","411","Burglary","INDUSTRY
","valverde"
"2013542574",2013-11-10,"3995 E 50TH AVE, Denver, CO","2","212","Burglary","INDUSTRY
","elyria-swansea"
"201386146",2013-02-22,"1865 S ACOMA ST, Denver, CO","3","313","Burglary","INDUSTRY
","overland"
"2013542280",2013-11-10,"21ST ST / LAWRENCE ST, Denver, CO","6","611","Agg ASLT-Other","NON-INDUSTRY
","five-points"
"20135004083",2013-12-05,"2707 W 38TH AVE, Denver, CO","1","111","All Other Crimes","INDUSTRY
","sunnyside"
"2013576843",2013-11-30,"1120 N YUMA CT, Denver, CO","1","123","Burglary","INDUSTRY
","lincoln-park"
"2013576916",2013-11-30,"1100 N YUMA CT, Denver, CO","1","123","Burglary","INDUSTRY
","lincoln-park"
"201364356",2013-02-08,"600 S DAYTON ST, Denver, CO","3","321","Burglary","NON-INDUSTRY
","windsor"
"2014144759",2014-03-26,"4895 N WASHINGTON ST, Denver, CO","1","112","Drug Offenses","INDUSTRY
","globeville"
"2013151543",2013-04-05,"4905 N YORK ST, Denver, CO","2","212","Burglary","INDUSTRY
","elyria-swansea"
"2013211346",2013-05-12,"1755 S BROADWAY ST, Denver, CO","3","313","Criminal Mischief-Property","INDUSTRY
","overland"
"2013213128",2013-05-13,"2301 7TH ST, Denver, CO","1","123","Burglary","INDUSTRY
","jefferson-park"
"2013594770",2013-12-11,"2748 W ALAMEDA AVE, Denver, CO","4","412","Burglary","INDUSTRY
","athmar-park"
"2014244236",2014-05-14,"4125 N ELATI ST, Denver, CO","1","112","Criminal Mischief-Property","INDUSTRY
","globeville"
"201395450",2013-02-28,"12300 BLOCK E ALBROOK DR, Denver, CO","5","521","Robbery-Street-Res","NON-INDUSTRY
","montbello"
"2014156304",2014-03-28,"2001 S BROADWAY ST, Denver, CO","3","313","Burglary","INDUSTRY
","overland"
"2013428328",2013-09-07,"6302 E COLFAX AVE, Denver, CO","2","222","Burglary","INDUSTRY
","montclair"
"2013478134",2013-10-04,"3303 E 42ND AVE, Denver, CO","2","212","Burglary","INDUSTRY
","elyria-swansea"
"2013345611",2013-07-25,"762 N KALAMATH ST, Denver, CO","1","123","Burglary","INDUSTRY
","lincoln-park"
"2014190360",2014-04-16,"5110 W COLFAX AVE, Denver, CO","1","122","Robbery-Street-Res","NON-INDUSTRY
","west-colfax"
"201314783",2013-01-10,"183 W ALAMEDA AVE, Denver, CO","3","311","Burglary","INDUSTRY
","baker"
"20129183",2012-01-07,"1730 E 17TH AVE, Denver, CO","6","622","Burglary","INDUSTRY
","city-park-west"
"201416656",2014-01-10,"1315 E 37TH AVE, Denver, CO","2","211","Burglary","NON-INDUSTRY
","cole"
"201390916",2013-02-25,"985 S LOGAN ST, Denver, CO","3","312","Burglary","INDUSTRY
","washington-park-west"
"2014162783",2014-03-31,"2000 S COLORADO BLVD, Denver, CO","3","314","Theft from Motor Vehicle","NON-INDUSTRY
","university-hills"
"2013288537",2013-06-25,"3814 WALNUT ST, Denver, CO","2","211","Criminal Mischief-Property","INDUSTRY
","cole"
"2016761932",2016-11-29,"1100 S KALAMATH ST, Denver, CO","4","422","Burglary","INDUSTRY
","ruby-hill"
"2013500529",2013-10-17,"4042 E BATAVIA PL, Denver, CO","2","222","Robbery-Street-Res","NON-INDUSTRY
","south-park-hill"
"2013546161",2013-11-12,"E COLFAX AVE / N BROADWAY ST, Denver, CO","6","621","Simple Assault","NON-INDUSTRY
","civic-center"
"2013604121",2013-12-16,"419 W 13TH AVE, Denver, CO","6","611","Larceny","INDUSTRY
","civic-center"
"2013281893",2013-06-21,"8525 E HAMPDEN AVE, Denver, CO","3","323","Burglary","NON-INDUSTRY
","hampden"
"2014187952",2014-04-14,"4 S SANTA FE DR, Denver, CO","3","311","Larceny","INDUSTRY
","baker"
"2014144390",2014-03-21,"5194 N WASHINGTON ST, Denver, CO","1","112","Larceny","INDUSTRY
","globeville"
"201350669",2013-01-31,"4751 E 46TH AVE, Denver, CO","2","221","Larceny","INDUSTRY
","northeast-park-hill"
"2013578243",2013-12-01,"4571 N IVY ST, Denver, CO","2","221","Burglary","INDUSTRY
","northeast-park-hill"
"2013556392",2013-11-18,"4960 N JACKSON ST, Denver, CO","2","212","Burglary","INDUSTRY
","elyria-swansea"
"2013604599",2013-12-16,"E COLFAX AVE / N BROADWAY ST, Denver, CO","6","621","Agg ASLT-Other","NON-INDUSTRY
","civic-center"
"2013242701",2013-05-30,"1920 S CHEROKEE ST, Denver, CO","3","313","Agg ASLT-Firearm","INDUSTRY
","overland"
"2013363424",2013-08-03,"1470 N GRANT ST, Denver, CO","6","623","Burglary","NON-INDUSTRY
","capitol-hill"
"201314741",2013-01-10,"2324 E MLK BLVD, Denver, CO","2","213","Larceny","NON-INDUSTRY
","skyland"
"201314741",2013-01-10,"2324 E MLK BLVD, Denver, CO","2","213","Criminal Mischief-Property","NON-INDUSTRY
","skyland"
"2013518678",2013-10-27,"4435 N LOWELL BLVD, Denver, CO","1","111","Burglary","NON-INDUSTRY
","berkeley"
"2014103781",2014-02-28,"755 S FEDERAL BLVD, Denver, CO","4","412","Burglary","INDUSTRY
","westwood"
"2014168909",2014-04-04,"3850 E 48TH AVE, Denver, CO","2","212","Burglary","NON-INDUSTRY
","elyria-swansea"
"201356859",2013-02-04,"5195 E 39TH AVE, Denver, CO","2","221","Larceny","INDUSTRY
","northeast-park-hill"
"2013573936",2013-11-28,"887 S BROADWAY ST, Denver, CO","3","313","Theft from Motor Vehicle","NON-INDUSTRY
","baker"
"2013358262",2013-08-01,"4095 N JACKSON ST, Denver, CO","2","212","Burglary","INDUSTRY
","elyria-swansea"
"2014503819",2014-09-23,"2650 W 6TH AVE, Denver, CO","4","411","Burglary","INDUSTRY
","valverde"
"2013617118",2013-12-24,"3955 N ONEIDA ST, Denver, CO","2","221","Burglary","INDUSTRY
","northeast-park-hill"
"2013530178",2013-11-03,"1736 N DOWNING ST, Denver, CO","6","622","Criminal Mischief-Property","INDUSTRY
","city-park-west"
"2013339525",2013-07-21,"753 N OSCEOLA ST, Denver, CO","1","122","Burglary","NON-INDUSTRY
","villa-park"
"2014514047",2014-09-28,"3397 W VIRGINIA AVE, Denver, CO","4","412","Agg ASLT-Other","NON-INDUSTRY
","westwood"
"2014190755",2014-04-16,"1450 S SANTA FE DR, Denver, CO","3","313","Burglary","INDUSTRY
","overland"
"2014501772",2014-09-22,"900 N VALLEJO ST, Denver, CO","1","123","Burglary","INDUSTRY
","lincoln-park"
"2014548257",2014-10-15,"2015 S FILLMORE ST, Denver, CO","3","314","Theft from Motor Vehicle","NON-INDUSTRY
","university-park"
"2014575722",2014-10-29,"14342 E OLMSTED DR, Denver, CO","5","521","Burglary","NON-INDUSTRY
","montbello"
"2014319436",2014-06-22,"2918 N WYANDOT ST, Denver, CO","1","113","Burglary","NON-INDUSTRY
","highland"
"20146009361",2014-10-02,"285 S PEARL ST, Denver, CO","3","311","Larceny","INDUSTRY
","speer"
"2014292287",2014-06-08,"2000 W 32ND AVE, Denver, CO","1","113","Criminal Mischief-Property","INDUSTRY
","highland"
"201378380",2013-02-17,"5670 E EVANS AVE, Denver, CO","3","323","Burglary","INDUSTRY
","goldsmith"
"2014454249",2014-08-28,"5194 N WASHINGTON ST, Denver, CO","1","112","Criminal Mischief-Property","INDUSTRY
","globeville"
"2014354137",2014-07-09,"2200 BLOCK LAWRENCE ST, Denver, CO","6","611","Larceny","NON-INDUSTRY
","five-points"
"201361302",2013-02-07,"2121 E 16TH AVE, Denver, CO","6","622","Simple Assault","NON-INDUSTRY
","city-park-west"
"2014565168",2014-10-24,"1255 S HURON ST, Denver, CO","4","422","Burglary","INDUSTRY
","ruby-hill"
"2014537614",2014-10-10,"585 S JASON ST, Denver, CO","4","412","Burglary","INDUSTRY
","athmar-park"
"2012596947",2012-12-27,"4 S SANTA FE DR, Denver, CO","3","311","Larceny","INDUSTRY
","baker"
"2012323885",2012-07-19,"1178 S KALAMATH ST, Denver, CO","4","422","Criminal Mischief-Property","INDUSTRY
","ruby-hill"
"2014389800",2014-07-27,"1031 W CENTER AVE, Denver, CO","4","412","Burglary","INDUSTRY
","athmar-park"
"2012454959",2012-09-30,"3955 N ONEIDA ST, Denver, CO","2","221","Burglary","INDUSTRY
","northeast-park-hill"
"2013225593",2013-05-20,"6853 LEETSDALE DR, Denver, CO","3","322","All Other Crimes","INDUSTRY
","washington-virginia-vale"
"201374235",2013-02-14,"600 S DAYTON ST, Denver, CO","3","321","Burglary","NON-INDUSTRY
","windsor"
"2013336765",2013-07-20,"835 E 50TH AVE, Denver, CO","1","112","Larceny","INDUSTRY
","globeville"
"2013250703",2013-06-04,"1300 BLOCK N COLORADO BLVD, Denver, CO","2","222","Robbery-Street-Res","NON-INDUSTRY
","hale"
"2012378437",2012-08-19,"5403 N BILLINGS ST, Denver, CO","5","521","All Other Crimes","NON-INDUSTRY
","montbello"
"2013345024",2013-07-24,"4685 N LEAF CT, Denver, CO","1","112","Burglary","NON-INDUSTRY
","globeville"
"2016215438",2016-04-07,"970 S ONEIDA ST, Denver, CO","3","322","All Other Crimes","INDUSTRY
","washington-virginia-vale"
"2013313926",2013-07-08,"424 N LIPAN ST, Denver, CO","3","311","Burglary","INDUSTRY
","baker"
"201550789",2015-01-27,"835 E 50TH AVE, Denver, CO","1","112","Burglary","INDUSTRY
","globeville"
"2014229620",2014-05-06,"4125 N ELATI ST, Denver, CO","1","112","Burglary","INDUSTRY
","globeville"
"2013272575",2013-06-16,"680 N LIPAN ST, Denver, CO","1","123","Larceny","INDUSTRY
","lincoln-park"
"2014532831",2014-10-07,"852 N BROADWAY ST, Denver, CO","6","623","All Other Crimes","INDUSTRY
","capitol-hill"
"2014277269",2014-05-31,"1211 S QUEBEC WAY, Denver, CO","3","322","Burglary","NON-INDUSTRY
","washington-virginia-vale"
"2014530626",2014-10-06,"2042 ARAPAHOE ST, Denver, CO","6","611","Agg ASLT-Firearm","INDUSTRY
","five-points"
"2012335552",2012-07-26,"1031 W CENTER AVE, Denver, CO","4","412","Burglary","INDUSTRY
","athmar-park"
"2016212603",2016-04-06,"2028 E COLFAX AVE, Denver, CO","6","622","All Other Crimes","INDUSTRY
","cheesman-park"
"2012304606",2012-07-09,"2266 S BROADWAY ST, Denver, CO","3","313","Burglary","INDUSTRY
","rosedale"
"2016344743",2016-06-02,"3955 N ONEIDA ST, Denver, CO","2","221","Larceny","INDUSTRY
","northeast-park-hill"
"2012104432",2012-03-14,"1490 W MAPLE AVE, Denver, CO","4","411","Burglary","NON-INDUSTRY
","valverde"
"2016200139",2016-03-31,"1350 N XENIA ST, Denver, CO","2","223","Robbery-Street-Res","NON-INDUSTRY
","east-colfax"
"2012274461",2012-06-23,"5885 E EVANS AVE, Denver, CO","3","322","Burglary","INDUSTRY
","virginia-village"
"2014519561",2014-10-01,"1015 W EVANS AVE, Denver, CO","4","422","Burglary","INDUSTRY
","college-view-south-platte"
"2015515030",2015-09-06,"5109 W ALAMEDA AVE, Denver, CO","4","411","Burglary","INDUSTRY
","barnum-west"
"2014453649",2014-08-28,"2811 WELTON ST, Denver, CO","2","211","Burglary","NON-INDUSTRY
","five-points"
"2016312860",2016-05-19,"1810 S BROADWAY ST, Denver, CO","3","313","Burglary","INDUSTRY
","platt-park"
"2014453005",2014-08-28,"1560 N HOOKER ST, Denver, CO","1","121","Burglary","NON-INDUSTRY
","west-colfax"
"2012179831",2012-05-01,"3525 S TAMARAC DR, Denver, CO","3","324","Burglary","INDUSTRY
","hampden-south"
"201316884",2013-01-11,"852 N BROADWAY ST, Denver, CO","6","623","Larceny","INDUSTRY
","capitol-hill"
"2016539463",2016-08-24,"990 W 6TH AVE, Denver, CO","3","311","Burglary","INDUSTRY
","baker"
"2015461024",2015-08-13,"1205 W EVANS AVE, Denver, CO","4","422","Burglary","INDUSTRY
","college-view-south-platte"
"2014293938",2014-06-09,"4990 N OAKLAND ST, Denver, CO","5","511","Burglary","INDUSTRY
","montbello"
"2014456212",2014-08-29,"2020 S BROADWAY ST, Denver, CO","3","313","Larceny","INDUSTRY
","platt-park"
"2016141178",2016-03-05,"777 N CANOSA CT, Denver, CO","1","122","Burglary","INDUSTRY
","sun-valley"
"2015255912",2015-05-10,"3995 E 50TH AVE, Denver, CO","2","212","Burglary","INDUSTRY
","elyria-swansea"
"2015203620",2015-04-14,"3937 N MARIPOSA ST, Denver, CO","1","112","Burglary","NON-INDUSTRY
","sunnyside"
"2015420426",2015-07-25,"4620 N PEORIA ST, Denver, CO","5","521","Larceny","INDUSTRY
","montbello"
"201635368",2016-01-17,"2426 S FEDERAL BLVD, Denver, CO","4","422","Burglary","INDUSTRY
","college-view-south-platte"
"2012458367",2012-10-02,"4238 N YORK ST, Denver, CO","2","212","Burglary","INDUSTRY
","elyria-swansea"
"2012510833",2012-11-02,"543 N BRYANT ST, Denver, CO","4","411","Burglary","INDUSTRY
","valverde"
"2015528590",2015-09-12,"3642 N HIGH ST, Denver, CO","2","211","Burglary","NON-INDUSTRY
","cole"
"2016343628",2016-06-02,"2001 S BROADWAY ST, Denver, CO","3","313","Burglary","INDUSTRY
","overland"
"201499775",2014-02-26,"1705 N FEDERAL BLVD, Denver, CO","1","121","Burglary","INDUSTRY
","west-colfax"
"2016749275",2016-11-23,"4400 E EVANS AVE, Denver, CO","3","314","Burglary","INDUSTRY
","university-hills"
"2015700864",2015-12-02,"3814 WALNUT ST, Denver, CO","2","211","Burglary","INDUSTRY
","cole"
"2014561787",2014-10-22,"3400 S LOWELL BLVD, Denver, CO","4","423","Robbery-Street-Res","NON-INDUSTRY
","harvey-park-south"
"20168307",2016-01-05,"777 N CANOSA CT, Denver, CO","1","122","Burglary","INDUSTRY
","sun-valley"
"2016736487",2016-11-17,"2675 S SANTA FE DR, Denver, CO","3","313","Burglary","INDUSTRY
","overland"
"2013312583",2013-07-07,"6302 E COLFAX AVE, Denver, CO","2","222","Burglary","INDUSTRY
","montclair"
"2012463935",2012-10-05,"570 N MADISON ST, Denver, CO","3","311","Burglary","NON-INDUSTRY
","cherry-creek"
"2013118244",2013-03-14,"3301 N BRIGHTON BLVD, Denver, CO","2","211","Burglary","INDUSTRY
","five-points"
"2015616118",2015-10-21,"1224 S MARIPOSA ST, Denver, CO","4","422","Robbery-Street-Res","NON-INDUSTRY
","ruby-hill"
"2014668540",2014-12-18,"3954 N WILLIAMS ST, Denver, CO","2","211","Burglary","INDUSTRY
","cole"
"2013168996",2013-04-16,"155 S PECOS ST, Denver, CO","4","411","Burglary","INDUSTRY
","valverde"
"2014379380",2014-07-21,"4400 N GARFIELD ST, Denver, CO","2","212","Burglary","INDUSTRY
","elyria-swansea"
"2015355312",2015-06-25,"3170 W 14TH AVE, Denver, CO","1","122","Larceny","NON-INDUSTRY
","west-colfax"
"2014364500",2014-07-14,"610 S DECATUR ST, Denver, CO","4","412","Burglary","NON-INDUSTRY
","athmar-park"
"2012541015",2012-11-21,"82 S FEDERAL BLVD, Denver, CO","4","411","Burglary","INDUSTRY
","valverde"
"2012147912",2012-04-11,"852 N BROADWAY ST, Denver, CO","6","623","Burglary","INDUSTRY
","capitol-hill"
"2013159064",2013-04-09,"400 S LIPAN ST, Denver, CO","4","412","Burglary","INDUSTRY
","athmar-park"
"2012265143",2012-06-18,"2955 W BAYAUD AVE, Denver, CO","4","411","Burglary","INDUSTRY
","valverde"
